,Stn_code,Location,State_Name,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
224,3537.0,"WELL AT SHAHDARA, DELHI",DELHI,-,-,6.3,6.3,-,-,-,-,0.68,0.68,-,-,-,-,337,337,-,-,-,-
225,3538.0,"WELL AT SINGHU BORDER, DELHI",DELHI,-,-,7.3,7.3,-,-,-,-,0.99,0.99,-,-,-,-,1930,1930,-,-,-,-
226,3539.0,"WELL AT SINGOLA, DELHI",DELHI,-,-,7.4,7.4,-,-,-,-,0.53,0.53,-,-,-,-,896,896,-,-,-,-
227,3540.0,"WELL AT SULTANPURI, DELHI",DELHI,-,-,6.9,6.9,-,-,-,-,0.49,0.49,-,-,-,-,689,689,-,-,-,-
228,3541.0,"WELL AT TIKRI KALAN , DELHI",DELHI,-,-,7.1,7.1,-,-,-,-,0.87,0.87,-,-,-,-,2870,2870,-,-,-,-
229,3542.0,"WELL AT TILAK NAGAR, DELHI",DELHI,-,-,7.2,7.2,-,-,-,-,0.36,0.36,-,-,-,-,642,642,-,-,-,-
230,3543.0,"WELL AT TRILOKPURI, DELHI",DELHI,-,-,7.0,7.0,-,-,-,-,0.3,0.3,-,-,-,-,540,540,-,-,-,-
231,3544.0,"WELL AT UJWAH, DELHI",DELHI,-,-,7.1,7.1,-,-,-,-,0.98,0.98,-,-,-,-,361,361,-,-,-,-
232,3545.0,"WELL AT VASANT KUNJ, DELHI",DELHI,-,-,7.7,7.7,-,-,-,-,0.41,0.41,-,-,-,-,311,311,-,-,-,-
233,3546.0,WELL AT VASANT VIHAR,DELHI,-,-,7.2,7.2,-,-,-,-,0.3,0.3,-,-,-,-,409,409,-,-,-,-
234,3534.0,"WELL NEAR GURUDWARA SHRI
RAKABGANJ SAHIB, DELHI",DELHI,-,-,6.8,6.8,-,-,-,-,0.3,0.3,-,-,-,-,730,730,-,-,-,-
235,3194.0,"BORE WELL AT BETHORA
INDUSTRIAL ESTATE",GOA,29,29,7.1,7.1,118,118,1.8,1.8,0.5,0.5,2,2,2,2,77,77,0.2,0.2,0.001,0.001
236,3195.0,"BORE WELL AT MADKAIM
INDUSTRIAL ESTATE",GOA,28,28,7.9,7.9,101,101,1.9,1.9,0.5,0.5,2,2,2,2,64,64,0.2,0.2,0.001,0.001
237,2281.0,WELL AT CORLIM INDL. ESTATE,GOA,29,29,5.0,5.0,91,91,1.2,1.2,0.3,0.3,2,2,2,2,54,54,0.2,0.2,0.001,0.001
238,2280.0,"WELL AT KUDAI INDL. ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,28,28,5.6,5.6,122,122,4.2,4.2,0.3,0.3,2,2,2,2,77,77,0.2,0.2,0.001,0.001
239,2282.0,"WELL AT PILERNE INDUSTRIAL
ESTATE(M/S UNICHEM )",GOA,28,28,6.9,6.9,314,314,1.7,1.7,0.3,0.3,2,2,5,5,163,163,0.4,0.4,0.001,0.001
240,2278.0,"WELL AT SANCOALE
INDL.ESTATE",GOA,29,29,7.1,7.1,258,258,2,2,0.3,0.3,2,2,2,2,144,144,0.4,0.4,0.001,0.001
241,2277.0,"WELL AT VERNA INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,30,30,6.3,6.3,378,378,1,1,2.5,2.5,2,2,2,2,234,234,0.2,0.2,0.001,0.001
242,1967.0,"ATUL, VILLAGE G.W, (VALSAD)",GUJARAT,27,27,7.7,7.7,2032,3326,1,1,0.38,0.4,2,2,2,2,1076,1680,0.4,0.5,0.001,0.001
243,2089.0,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST.
SURAT.",GUJARAT,30,31,7.9,8.4,3077,3348,1,2.3,0.3,0.3,2,2,2,2,1876,2036,0.3,0.7,0.001,0.001
244,4414.0,"B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE, ANKLE
SHWAR FOR (MINARS)",GUJARAT,27,29,7.8,8.3,1049,1332,1,1,0.3,0.3,2,2,2,2,702,814,0.4,0.6,-,-
245,4413.0,"B/W OF JASHWANTBHAI PARMAR, S. NO. 18 AT: VILLAGE
KALAMSAR, TA KHAMBHAT",GUJARAT,29,30,8.1,8.7,1172,1265,1,1,0.3,1.77,2,2,2,2,760,810,0.6,0.7,0.001,0.001
246,2095.0,"BORE WELL AT STP MADHAPAR,
DIST. RAJKOT.",GUJARAT,28,28,7.2,7.2,1206,1206,1.4,1.4,1.1,1.1,-,-,-,-,1032,1032,0.2,0.2,0.004,0.004
247,4416.0,BORE WELL AT VORAGAMDI,GUJARAT,30,33,7.0,8.6,2525,3101,1,1,0.3,0.3,2,2,2,2,1636,2014,0.8,1,0.001,0.002
248,2083.0,BORE WELL OF CHHATRAL GIDC.,GUJARAT,29,29,8.2,8.2,2324,2324,1,1,1.5,1.5,2,2,2,2,1390,1390,1,1,0.001,0.001
249,4422.0,"BORE WELL OF ITI COLLAGE OPP, M/S PALIWAL MILK AT MOTA SONELA, MODASA ROAD, TAL,
LUNAVADA, DIST. MAHISAGAR",GUJARAT,27,29,7.6,8.3,894,940,1,1,0.3,0.35,2,2,2,2,580,610,0.8,1,0.001,0.001
250,2091.0,"BORE WELL OF NAVSARI GIDC
INDUSTRIES ASSOCIATION OFFICE.",GUJARAT,31,33,8.0,8.3,2337,2399,1,2.6,0.3,0.4,2,2,2,2,1420,1462,0.3,0.5,0.001,0.001
251,2084.0,"BORE WELL OF PALSANA
VILLAGE.",GUJARAT,30,30,8.4,8.5,1256,1405,1,2.1,0.3,0.8,2,2,2,2,762,856,0.2,0.4,0.001,0.001
252,2098.0,"BORE WELL OF PIRANA TERMINAL PUMPING STATION, PIRANA, NR. V. N. BRIDGE,
AHMEDABAD.",GUJARAT,27,28,7.1,7.9,2780,3180,1,1,0.3,0.9,2,2,2,2,1576,1816,0.6,1.3,0.001,0.001
253,2088.0,BORE WELL OF SACHIN GIDC.,GUJARAT,30,31,7.6,7.8,7767,8704,1.2,2.8,0.3,0.6,2,2,2,2,4722,5308,0.4,0.8,0.001,0.001
254,2085.0,BORE WELL OF SANTEJ VILLAGE.,GUJARAT,29,29,7.1,7.1,2164,2164,1,1,0.5,0.5,2,2,2,2,1276,1276,0.7,0.7,0.001,0.001
255,2097.0,"BORE WELL OF SOMESHWAR RICE MILL, NR. BAVLA ECO PROJECT, (CETP ), VILL. BAVLA,
DIST. AHMEDABAD.",GUJARAT,31,32,7.3,8.5,5155,5910,1,1,0.3,0.6,2,2,2,2,3150,3232,0.6,0.9,0.001,0.001
256,2096.0,"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ), VILL.
BAVLA, DIST. AHMEDABAD.",GUJARAT,32,32,7.2,8.2,5462,6041,1,1,0.3,0.3,2,2,2,2,3240,3242,0.4,0.5,0.001,0.001
257,3245.0,"BOREWELL AT DHANGADHRA
NEAR DHANGADHRA CHEMICALS",GUJARAT,27,33,7.3,7.4,384,2519,1.4,1.4,1,1.58,2,2,2,2,252,2168,0.2,0.3,0.001,0.005
258,3210.0,"BOREWELL AT PIRAMAL GLASS,
VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA, SURAT",GUJARAT,29,30,7.7,7.9,3771,3868,1,2.7,0.3,0.7,2,2,2,2,2292,2358,0.3,0.7,0.001,0.001
259,3211.0,"BOREWELL AT PRIMARY HEALTH
CENTER, KADODARA, SURAT",GUJARAT,29,30,8.0,8.3,1886,2096,1,2,0.3,0.4,2,2,2,2,1146,1278,0.2,0.5,0.001,0.001
260,1970.0,"BOREWELL D/S TSDF SITE, GIDC
INDUSTRIAL AREA, VAPI",GUJARAT,25,27,7.6,8.0,1056,3288,1,1,0.41,0.7,2,2,2,2,562,1632,0.3,0.5,0.001,0.001
261,3223.0,"BOREWELL KADI INDUSTRIAL
AREA",GUJARAT,28,30,7.8,8.1,1853,2330,1,1,0.3,0.3,2,2,2,2,974,1484,0.7,0.8,0.001,0.001
262,3212.0,"BOREWELL NEAR CENTER OF
EXCELLENCE BUILDING, GIDC, VATVA, AHMEDABAD",GUJARAT,27,30,7.4,8.5,2265,2307,1,1,0.3,0.34,2,2,2,2,940,1276,0.6,0.9,0.001,0.001
263,3214.0,"BOREWELL NEAR GIDC ODHAV
INDUSTRIAL ASSOCIATION",GUJARAT,27,30,7.4,8.3,1998,2418,1,1,0.3,0.39,2,2,2,2,1070,1448,0.5,0.8,0.001,0.001
264,,"BUILDING, GIDC, ODHAV,
AHMEDABAD",,,,,,,,,,,,,,,,,,,,,
265,3215.0,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR,
NAROL, AHMEDABAD",GUJARAT,26,28,7.2,8.2,3401,3895,1,1,0.3,1.2,2,2,2,2,1922,2362,0.7,2,-,-
266,3244.0,"BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED,
ANKLESHWAR, BHARUCH",GUJARAT,28,29,7.2,7.3,3352,3384,1,1.9,0.3,0.3,2,2,2,2,1926,2196,0.2,0.6,-,-
267,3216.0,"BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES
CO. OP.LTD, VATVA, AHMEDABAD",GUJARAT,27,30,7.4,8.2,2708,2855,1,1.3,0.3,0.38,2,2,2,2,1402,1486,0.7,0.9,0.001,0.001
268,3217.0,"BOREWELL NEAR TSDF SITE OF
NARODA ENVIRO PROJECT.LTD, ODHAVE, AHMEDABAD",GUJARAT,27,30,7.6,8.5,2350,2474,1,1,0.3,0.91,2,2,2,2,1198,1346,0.8,1,0.001,0.001
269,3234.0,"BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED, NADESARI, VADODARA",GUJARAT,29,30,7.6,8.5,9271,11165,1.7,2.5,1.1,1.32,2,2,2,2,6670,7530,1.4,1.6,0.001,0.001
270,3240.0,"BOREWELL OF AJI GIDC, RAJKOT",GUJARAT,27,27,7.4,7.4,1526,1526,1.4,1.4,1.3,1.3,-,-,-,-,1088,1088,0.3,0.3,0.002,0.002
271,3209.0,"BOREWELL OF GAYATRI PRAGNA
SCHOOL, BHADARWAD ROAD, BAZAR FALIA, SARIGAM, VALSAD",GUJARAT,28,29,7.5,7.7,817,994,1,1,0.3,0.4,2,2,2,2,496,496,0.2,0.2,0.001,0.001
272,3235.0,"BOREWELL OF GIDC KALOL, B/H
GIDC OFFICE, GIDC, KALOL, GANDHINAGAR",GUJARAT,29,29,7.7,7.7,2091,2091,1,1,0.3,0.3,2,2,2,2,1140,1140,0.8,0.8,0.001,0.001
273,3238.0,BOREWELL OF GIDC KANSARI,GUJARAT,29,30,7.7,8.1,4990,5249,1,1,0.3,0.3,2,2,2,2,3240,3410,0.9,0.9,0.001,0.002
274,3246.0,"BOREWELL OF GIDC OFFICE,
SHANKAR TEKRI, UDHYOGNAGAR, JAMNANGAR",GUJARAT,25,27,7.3,7.6,3309,3415,1,1.1,0.3,0.33,2,2,2,2,1166,2580,0.2,0.3,0.001,0.001
275,3232.0,"BOREWELL OF GIDC, ANTALIA WATER SUPPLY, BILLIMORA,
GANDEVI",GUJARAT,31,33,7.8,8.4,1847,2398,1,2.7,0.3,0.5,2,2,2,2,1122,1462,0.4,0.5,0.001,0.001
276,3207.0,"BOREWELL OF GIDC, JHAGADIA",GUJARAT,29,29,7.7,7.8,1731,2193,1,1,0.3,0.5,2,2,2,2,908,1342,0.4,0.8,-,-
277,3230.0,"BOREWELL OF GIDC, JUNAGADH",GUJARAT,29,30,7.2,7.8,2509,3840,1.1,1.4,1.1,1.58,2,2,2,2,2142,2716,0.2,0.8,0.001,0.003
278,3222.0,"BOREWELL OF GIDC, PANOLI",GUJARAT,26,30,7.4,7.4,5212,5238,1,1,0.3,0.3,2,2,2,2,2704,3312,0.2,1.4,-,-
279,3239.0,"BOREWELL OF GIDC, SOJITRA",GUJARAT,29,30,7.9,8.1,3115,3146,1,1,0.4,0.47,2,2,2,2,2076,2086,0.7,1,0.001,0.001
280,3220.0,"BOREWELL OF GIDC-NADIAD AT
GIDC OFFICE, GIDC NADIAD, KHEDA",GUJARAT,29,33,7.1,8.0,2172,3283,1,1,0.3,2.02,2,2,2,2,1460,1756,0.8,0.9,0.001,0.001
281,3233.0,"BOREWELL OF KALIAWADI GRID
ROAD, NAVSARI",GUJARAT,31,31,8.2,8.2,2530,2530,2.8,2.8,0.3,0.3,2,2,2,2,1538,1538,0.6,0.6,0.001,0.001
282,3237.0,"BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-BAVLA
ROAD, SANAND, AHMEDABAD",GUJARAT,30,32,7.3,8.1,3460,4367,1,1,0.3,0.7,2,2,2,2,1956,2388,0.5,0.8,0.001,0.001
283,3236.0,"BOREWELL OF M/S ALFA ECA (I) LTD., UNIT-1, SR.NO. 249, UMA IND. ESTATE, VASNA , IYAVA,
SANAND, AHMEDABAD",GUJARAT,28,29,7.6,7.9,1917,2028,1,1,0.91,1.3,2,2,2,2,1072,1240,0.7,0.9,0.001,0.001
284,4411.0,"BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK, NEW SMASHAN ROAD,
GANDHINAGAR",GUJARAT,26,26,7.7,7.9,2817,3740,1,1.2,0.3,0.3,2,2,2,2,1384,1448,0.2,0.2,0.001,0.001
285,4412.0,"BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR, OPP. MSW DUMPSITE,
VIBHAPAR",GUJARAT,25,26,6.7,7.4,4590,8115,1,1,0.3,0.3,2,2,2,2,3488,3580,0.2,0.2,0.001,0.001
286,3247.0,"BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PLOT NO. 3059, ROAD NO.6, NR. MAHAVIR CIRCLE, PHASE-III,
GIDC, DARED, JAMNAGAR",GUJARAT,26,26,7.5,7.9,2410,2631,1,1.1,0.3,0.33,2,2,2,2,1386,1414,0.2,0.2,0.001,0.001
287,3221.0,"BOREWELL OF TOWN RAJPIPLA,
DIST.NARMADA",GUJARAT,29,29,7.5,7.6,619,853,1,1,0.3,0.3,2,2,2,2,388,550,0.2,0.4,-,-
288,3213.0,"BOREWELL, CETP-NARODA,
GIDC, NARODA-AHMEDABAD",GUJARAT,27,28,7.5,8.4,2480,2536,1,1,0.3,0.81,2,2,2,2,1154,1374,0.2,0.9,0.001,0.001
289,3224.0,DEESA BOREWELL,GUJARAT,27,30,7.6,7.9,820,1128,1,1,0.36,1.4,2,2,2,2,364,622,0.9,1,0.001,0.001
290,3229.0,"GIDC, DAHOD, DAHOD",GUJARAT,27,29,7.7,8.3,1716,1888,1,1,0.31,0.6,2,2,2,2,1120,1198,1.2,1.2,0.001,0.001
291,3228.0,"GIDC, HALOL, PANCHMAHAL",GUJARAT,27,29,7.9,8.5,2399,3100,1,1,0.3,0.6,2,2,2,2,1412,1520,1.3,1.4,0.001,0.001
292,1954.0,GROUND WATER AT BHUJ,GUJARAT,30,30,7.4,7.7,2940,3180,1.4,1.7,0.3,0.31,2,2,2,2,2310,2420,0.6,0.7,-,-
293,1960.0,GROUND WATER AT DAHOD,GUJARAT,27,29,8.1,8.3,1195,1356,1,1,0.4,0.7,2,2,2,2,680,680,0.7,1.6,0.001,0.001
294,1961.0,GROUND WATER AT GODHARA,GUJARAT,27,29,7.8,8.4,1170,1240,1,1,0.9,0.93,2,2,2,2,680,850,0.7,1,0.001,0.001
295,1958.0,"GROUND WATER AT
HIMATNAGAR",GUJARAT,25,26,7.8,7.8,965,1114,1,1,0.3,0.92,2,2,2,2,554,616,0.5,0.5,0.001,0.001
296,1953.0,GROUND WATER AT JAMNAGAR,GUJARAT,26,26,7.1,7.1,1452,1789,1,1,0.3,0.31,2,2,2,2,746,860,0.2,0.3,0.001,0.001
297,1950.0,GROUND WATER AT JUNAGADH,GUJARAT,28,29,7.3,7.4,890,1153,1.2,1.4,1.1,1.19,2,2,2,2,712,796,0.2,0.2,0.001,0.003
298,1956.0,GROUND WATER AT MEHASANA,GUJARAT,29,29,7.5,8.1,3267,3267,1,1,0.3,0.83,2,2,2,2,1330,1736,0.5,0.7,0.001,0.001
299,1959.0,GROUND WATER AT NADIAD,GUJARAT,29,33,7.6,8.4,1407,1868,1,1,0.7,1.86,2,2,2,2,1084,1460,0.8,1.3,0.001,0.001
300,1955.0,GROUND WATER AT PALANPUR,GUJARAT,30,32,7.2,7.6,1079,1559,1,1,0.8,2.2,2,2,2,2,788,1070,0.8,0.9,0.001,0.001
301,1951.0,GROUND WATER AT RAJKOT,GUJARAT,28,28,7.3,7.3,786,786,1.5,1.5,1.1,1.1,2,2,2,2,620,620,0.2,0.2,0.004,0.004
302,1957.0,"GROUND WATER AT SIDDHPUR
(DIST.PATAN)",GUJARAT,27,28,7.8,7.9,1644,1743,1,1,0.3,2.4,2,2,2,2,926,942,0.9,1,0.001,0.001
303,1952.0,"GROUND WATER AT
SURENDRANAGAR",GUJARAT,26,30,7.6,7.6,2640,3518,1.2,1.6,1.2,1.2,-,-,-,-,1986,3016,0.2,0.2,0.005,0.005
304,3208.0,"JILLA PANCHAYAT SCHOOL, NEAR GRAM PANCHAYAT KATA FALIA, VILLAGE NAMDHA,
VALSAD",GUJARAT,25,27,7.4,7.5,562,676,1,1,0.3,0.4,2,2,2,2,288,402,0.2,0.3,0.001,0.001
305,1965.0,"MORA-HAJIRA (INDUSTRIAL),
HAJIRA",GUJARAT,30,30,7.6,8.4,1168,1439,1,2.1,0.3,0.5,2,2,2,2,712,804,0.5,0.7,0.001,0.001
306,1964.0,PANDESARA (INDSTRIAL) SURAT,GUJARAT,30,31,7.8,7.9,2201,3494,1.6,2.9,0.3,0.9,2,2,2,2,1338,2132,0.5,0.7,0.001,0.001
307,3226.0,PATAN BOREWELL,GUJARAT,29,29,8.0,8.0,1832,1832,1,1,0.38,0.38,2,2,2,2,1012,1012,1,1,0.001,0.001
308,1969.0,"SARIGAM VILLAGE (D/S OF
INDUSTRIALAREA), VAPI",GUJARAT,29,29,7.5,7.7,958,1025,1,1,0.3,0.38,2,2,2,2,498,608,0.2,0.5,0.001,0.001
309,1962.0,VADODARA (INDUSTRIAL- NANDESARI),GUJARAT,28,30,7.2,8.3,5050,5248,1.7,3.1,0.58,0.9,2,2,2,2,3280,3410,0.7,1.1,0.001,0.001
310,1968.0,"VAPI INDUSTRIAL AREA IN D/S,
VAPI",GUJARAT,27,27,7.9,8.0,622,882,1,1,0.3,0.4,2,2,2,2,414,442,0.2,0.3,0.001,0.001
311,3227.0,VIJAPUR (RANASAN) BOREWELL,GUJARAT,30,30,7.1,8.2,1765,1775,1,1,0.3,0.31,2,2,2,2,848,862,0.5,0.7,0.001,0.001
312,3225.0,VISNAGAR BOREWELL,GUJARAT,29,29,7.8,8.5,1245,1801,1,1,0.3,0.3,2,2,2,2,582,958,0.6,0.9,-,-
313,3.0,WELL AT AHMEDABAD,GUJARAT,33,33,8.5,8.5,2704,2704,1,1,0.4,0.4,2,2,2,2,1648,1648,0.4,0.4,0.001,0.001
314,2094.0,"WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON AT
ANKLESHWAR- RAJPIPLA ROAD.",GUJARAT,29,29,7.1,7.3,5864,7630,1,1,0.3,0.3,2,2,2,2,3622,4930,0.2,0.6,-,-
315,6.0,WELL AT BARODA,GUJARAT,30,30,7.3,8.5,1298,1442,1,1,0.3,0.3,2,2,2,2,826,910,0.9,1,0.001,0.002
316,2090.0,WELL AT OLPAD.,GUJARAT,28,30,7.4,7.8,13790,14110,1,2.9,0.3,0.6,2,2,2,2,8384,8606,0.2,0.6,0.001,0.001
317,2093.0,"WELL OF BARDOLI AT REST
HOUSE.",GUJARAT,29,30,7.8,8.1,1294,2039,1,2,0.3,0.7,2,2,2,2,786,1242,0.2,0.2,0.001,0.001
318,3219.0,"WELL OF IDAR, NAGAR PALIKA,
SAKARIA, IDAR",GUJARAT,25,26,6.9,8.1,382,1515,1,1,0.34,0.9,2,2,2,2,210,910,0.9,0.9,0.001,0.001
319,3218.0,"WELL OF MODASA, NAGAR PALIKA, VARIGRUH, MODASA",GUJARAT,25,26,7.2,8.0,1003,1323,1,1,0.38,1,2,2,2,2,588,734,0.7,0.8,0.001,0.001
320,4832.0,"BOREWELL IN THE PREMISES OF
CETP, MURTHAL, SONEPAT",HARYANA,5.2,5.2,7.4,7.4,810,4330,1.8,5,0.3,5.6,3200,3200,30,8400,464,2360,2.1,2.1,-,-
321,4833.0,"BOREWELL IN THE PREMISES OF
DCRUST, MURTHAL, SONEPAT",HARYANA,-,-,8.3,8.3,973,973,1.4,1.4,0.3,0.3,-,-,20,20,530,530,2,2,-,-
322,4844.0,"BOREWELL NEAR POSCO COMPANY, SECTOR - 14, PHASE - II, VILLAGE PATHUHERA, HSIIDC,
IMT, BAWAL",HARYANA,33.1,33.1,7.4,7.4,1590,1590,-,-,-,-,160,160,2100,2100,748,748,-,-,-,-
323,4843.0,"GEPIL, VILLAGE PALI, MOHABATABAD CRUSHER ZONE,
FARIDABAD",HARYANA,13,23,7.2,7.3,654,1140,1,1,-,-,2,2,2,2,360,630,0.2,0.2,-,-
324,4828.0,GROUND WATER AT JHAJJAR,HARYANA,-,-,7.8,7.8,318,796,1,4.5,1,1,490,490,3500,3500,220,478,0.3,0.3,0.001,0.001
325,4830.0,"HANDPUMP NEAR JLN CANAL
NEAR TILYAR LAKE AT ROHTAK",HARYANA,-,-,8.1,8.2,940,990,1,1,-,-,-,-,-,-,568,592,-,-,-,-
326,4829.0,"HANP PUMP NEAR WATER WORKS OF PHED, DELHI- ROHTAK ROAD, SAMPLA, DIST.
ROHTAK",HARYANA,-,-,8.0,8.1,1380,1510,1,1,-,-,-,-,-,-,840,896,-,-,-,-
327,4856.0,"TUBEWELL AT ASSAM OIL
PETROL PUMP, NEAR ROHTAK ROAD BYPASS, PANIPAT",HARYANA,-,-,8.5,8.5,1156,1156,1.5,1.5,0.3,0.3,-,-,30,30,328,328,0.7,0.7,-,-
328,4852.0,"TUBEWELL AT FAUJI DHABA, GT
KARNAL ROAD, PANIPAT",HARYANA,-,-,8.3,8.3,1788,1788,1,1,0.3,0.3,-,-,20,20,978,978,-,-,-,-
329,4841.0,"TUBEWELL AT GARHI, HODAL ,
PALWAL",HARYANA,-,-,7.2,7.2,4510,4510,1,1,0.3,0.3,-,-,-,-,2480,2480,0.7,0.7,-,-
330,4840.0,"TUBEWELL AT HATHIN, PLAWAL",HARYANA,-,-,7.7,7.7,5740,5740,1,1,0.3,0.3,-,-,-,-,3160,3160,1.2,1.2,-,-
331,4839.0,"TUBEWELL AT PRITHLA, PALWAL",HARYANA,-,-,7.2,7.5,3140,4190,1,1,0.3,0.3,-,-,-,-,1730,2310,0.7,0.8,-,-
332,4854.0,"TUBEWELL NEAR 20 MLD STP, VILLAGE JATTAL ROAD, PANIPAT",HARYANA,-,-,8.3,8.3,1160,1160,1,1,0.3,0.3,-,-,10,10,630,630,0.7,0.7,-,-
333,4853.0,"TUBEWELL NEAR 25 MLD STP,
SEWAH, PANIPAT",HARYANA,-,-,8.1,8.1,1655,1655,1.2,1.2,0.3,0.3,-,-,20,20,904,904,0.7,0.7,-,-
334,4855.0,"TUBEWELL NEAR 5 MLD STP,
SAMALKHA, PANIPAT",HARYANA,-,-,8.3,8.3,1291,1291,1.4,1.4,0.3,0.3,-,-,20,20,710,710,0.7,0.7,-,-
335,4842.0,"TUBEWELL NEAR POLICE
STATION",HARYANA,-,-,7.2,7.7,2380,2750,1,1,-,-,2,2,2,2,1310,1510,0.2,0.6,-,-
336,4836.0,"TUBEWELL NO. 1, NEAR
UPSTREAM GHAGGAR RIVER, VILLAGE CHIALI",HARYANA,-,-,7.5,7.8,912,982,-,-,-,-,-,-,-,-,510,587,-,-,-,-
337,4837.0,"TUBEWELL NO. 2, NEAR GURUDWARA, VILLAGE BHATIA",HARYANA,-,-,7.8,8.0,1150,1240,-,-,-,-,-,-,-,-,698,750,-,-,-,-
338,4434.0,BOREWELL OF DIC UNA AT IA JEETPUR BEHRI,HIMACHAL PRADESH,21.5,23,7.2,7.5,373,417,1,1,0.3,0.53,2,2,33,33,238,276,0.2,0.2,-,-
339,1877.0,"GROUND WATER AT BADDI
INDUSTRIAL AREA","HIMACHAL
PRADESH",23,28,7.9,8.1,491,632,1,1,-,-,2,2,2,2,248,348,0.2,0.2,0.001,0.001
340,1559.0,"GROUND WATER AT
BAROTIWALA","HIMACHAL
PRADESH",24,24,8.1,8.1,591,591,1,1,-,-,2,2,2,2,324,324,-,-,0.001,0.001
341,1878.0,"GROUND WATER AT
BAROTIWALA INDUSTRIAL AREA","HIMACHAL
PRADESH",23,25,7.5,8.1,529,599,1,1,-,-,2,2,2,2,310,315,0.2,0.2,0.001,0.001
342,1561.0,GROUND WATER AT DAMTAL,"HIMACHAL
PRADESH",19,19,6.7,7.3,354,714,1,1,0.3,0.3,-,-,-,-,243,466,0.2,0.2,-,-
343,1873.0,"GROUND WATER AT
DHARAMSHALA KANGRA D/S OF MSW DUMPING SITE",HIMACHAL PRADESH,14,18,6.9,7.4,287,370,1,1,0.3,0.59,-,-,-,-,196,254,0.2,0.2,-,-
344,1880.0,"GROUND WATER AT KALA AMB
INDUSTRIAL AREA","HIMACHAL
PRADESH",-,-,7.2,7.7,603,724,1,1,0.47,2.1,2,2,2,2,369,441,0.2,0.7,0.001,0.001
345,1882.0,"GROUND WATER AT MEHATPUR
INDUSTRIAL AREA","HIMACHAL
PRADESH",22,23.5,6.8,7.3,628,661,1,1,0.3,0.45,2,2,33,33,434,441,0.2,0.2,-,-
346,1560.0,GROUND WATER AT NALAGARH,HIMACHAL PRADESH,23,23,8.2,8.2,981,981,1,1,-,-,2,2,2,2,512,512,-,-,0.001,0.001
347,1879.0,"GROUND WATER AT NALAGARH
INDUSTRIAL AREA","HIMACHAL
PRADESH",24,24,7.9,7.9,660,660,1,1,-,-,2,2,2,2,342,342,-,-,0.001,0.001
348,1881.0,GROUND WATER AT PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,22,24,7.7,7.9,252,593,1,1,0.4,0.51,2,2,2,2,152,362,0.2,0.2,-,-
349,1876.0,GROUND WATER AT PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,13,18,7.9,7.9,322,682,1,1,-,-,2,2,2,2,221,388,0.2,0.2,0.001,0.001
350,1872.0,"GROUND WATER AT SHIMLA D/S
OF MSW DUMPING SITE","HIMACHAL
PRADESH",9,14,7.4,7.8,5880,7259,5.8,90,0.7,6.9,1600,1600,1600,1600,349,437,0.3,0.9,0.01,0.01
351,1874.0,"GROUND WATER AT SOLAN-D/S
OF MSW DUMPING SITE SALOGRA",HIMACHAL PRADESH,19,19,8.1,8.4,348,783,1,1,-,-,2,2,2,2,198,272,0.2,0.2,0.001,0.001
352,1883.0,"GROUND WATER AT UNA
INDUSTRIAL AREA","HIMACHAL
PRADESH",23.5,27,7.5,7.6,543,642,1,1,0.3,0.47,2,2,25,25,374,422,0.2,0.2,-,-
353,4483.0,"GROUND WATER SUPPLY
SCHEME (MC UNA)","HIMACHAL
PRADESH",24,26,7.1,7.5,413,513,1,1,0.3,0.34,2,2,31,31,293,359,0.2,0.2,-,-
354,2632.0,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,18,20,7.3,7.6,563,806,1,1,1.21,3.8,2,2,2,2,372,556,0.2,0.2,-,-
355,2641.0,HAND PUMP AT CHAMBA TOWN,"HIMACHAL
PRADESH",11,14,7.1,7.4,469,682,1,1,0.3,0.3,-,-,-,-,310,421,0.2,0.2,-,-
